694		_apply_categorical_mappings nulls non-string values via an unguarded .str.strip() on any column whose name matches a categorical table
693		A `#+begin_example` table in a global .org is parsed as a LIVE categorical mapping (canonical_housing_labels.org ships placeholder Roof/Floor)
689	bug	Uganda: `cluster_features` is at PARISH grain from 2013-14 — coarser than the sampling cluster (EA)
680	bug	bug: fooddatacentral ships a broken top-level `tests` package that shadows ours — kills the whole suite at collection in CI
679	bug	bug: Niger 2014-15 household id omits EXTENSION — 59 households have no `i` of their own, 210 person-collisions
675		A degraded build caches as fresh: parquet missing a required column still carries a valid content hash
674		get_categorical_mapping returns {} silently when no value column is requested — third recurrence
660	bug	bug: Ethiopia — 120 / 40 households appear in the agriculture files but not the cover page
650	bug	Documentation/ should not be optional: 3 waves carry only a provenance stub, and add_wave() never fetches the real thing
647	bug	question: Uganda 2019-20 crop_production silently drops the PART-harvest columns (s5aq06*_11/_21)
637	bug	bug: groupby().first() is not first_row() — skipna=True fabricates composite rows (49 sites)
607		Nigeria unit codes collide ACROSS WAVES but decode is wave-blind — 53,142 rows (19.1%) mislabelled, incl. a hard 10x kg error (ml decoded as cl)
601		Liberia NHFS is a forest-livelihoods sample (32 clusters, 98.8% rural) silently pooled into cross-country Feature() — and the library has no way to say so
600		Wave provenance assumes catalog_id is a 1:1 key — it is not (Tanzania 2008-15 reports 4 held waves as MISSING)
592		cluster_features: 18 waves across 6 countries have zero GPS (Latitude/Longitude) — will be hidden by the wave-slice grader fix
588		Uganda earnings: stale-cache hazard (sane cold / broken warm) — residual of closed #479
587		Triage 39 'dropped' (country×feature×wave) cells surfaced by the coverage matrix
585	enhancement	food_expenditures(basis='total'): impute own-production / in-kind value at purchase prices
575	enhancement	food_expenditures is purchased-value-only library-wide — decide: by design, or add total-acquisition-value?
569	enhancement	Register plot_labor/crop_production/plot_inputs in index_info — needs index-name harmonization first (split from #496)
567	enhancement	India housing: decode numeric Roof/Floor codes (1-5) then harmonize (split from #170)
563	enhancement,data-gap	GhanaLSS nutrition: wire the West Africa Food Conversion Table (split from #109)
562	enhancement	GhanaLSS Phase 3: community_prices feature + inverse price->quantity imputation (split from #109)
560	enhancement,data-gap	Cambodia nutrition: obtain + wire the Food Conversion Table (SMILING/ASEANFOODS) — split from #108
552	enhancement,data-gap	WB microdata coverage gaps (June 2026 audit): EHCVM-2 ×4 + classic-LSMS, tiered by obtainability — post-0.8.0
506		Feature('interview_date') drops the per-visit 'visit' level, silently losing the per-visit dates
468	enhancement	EthiopiaRHS crop_production: wire deferred 1999 (R5) wave (packed-hhid keyspace)
458		EthiopiaRHS plot_features: extend to R2–R4 (follow-up to #278)
450		Expose the LSMS-ISA harmonised dataset (geovariables/weather) as a feature via the household-id bridge
449		Pull WB geovariables (weather/distance/soil) for older Tanzania NPS waves (W1–W3)
439	enhancement	Exploit LSMS+ individual/intra-household (male vs female) disaggregation — new feature direction
438	enhancement	Extend the WB-parity item-feature stack to non-ISA countries (where survey modules permit)
381	enhancement	food-derivation: noisy 'No rule to make target …food_acquired.parquet' for YAML-path / no-data countries
279		Feature: bespoke label schemes without modifying the package tree
226	enhancement	feat: principled auto-aggregation script for harmonize_food's Aggregate Label column
218	enhancement	Modernize harmony.py / retire the per-country food_prices_quantities_and_expenditures.py family
140		[umbrella] Rebuild GhanaSPS: registration, data refresh, feature gap
